104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,66.000,104Zr,0.920,98.999,104Nb,4.9,99.940,104Mo,60,100.000,104Tc,1098,100.000,104Ru,STABLE,,,
104Rb,-1,0.001,103Sr,0.053,-1.000,103Y,0.236,91.900,103Zr,1.380,99.998,103Nb,1.36,99.999,103Mo,67.5,100.000,103Tc,54.2,100.000,103Ru,3390940.8,100.000,103Rh,STABLE
104Rb,-1,0.001,102Sr,0.072,94.500,102Y,0.30,96.000,102Zr,2.9,100.000,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,103Y,0.236,91.900,103Zr,1.380,99.998,103Nb,1.36,99.999,103Mo,67.5,100.000,103Tc,54.2,100.000,103Ru,3390940.8,100.000,103Rh,STABLE
104Rb,-1,0.001,103Sr,0.053,-1.000,102Y,0.30,96.000,102Zr,2.9,100.000,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,0.001,102Sr,0.072,5.500,101Y,0.432,98.020,101Zr,2.3,100.000,101Nb,7.1,100.000,101Mo,876.6,100.000,101Tc,841.2,100.000,101Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,0.001,102Y,0.30,96.000,102Zr,2.9,100.000,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
104Rb,-1,0.001,103Sr,0.053,-1.000,101Y,0.432,98.020,101Zr,2.3,100.000,101Nb,7.1,100.000,101Mo,876.6,100.000,101Tc,841.2,100.000,101Ru,STABLE,,,
104Rb,-1,99.998,104Sr,0.053,-1.000,104Y,0.212,34.000,103Zr,1.380,99.998,103Nb,1.36,99.999,103Mo,67.5,100.000,103Tc,54.2,100.000,103Ru,3390940.8,100.000,103Rh,STABLE
104Rb,-1,0.001,103Sr,0.053,-1.000,103Y,0.236,8.100,102Zr,2.9,100.000,102Nb,4.3,100.000,102Mo,678,100.000,102Tc,5.28,100.000,102Ru,STABLE,,,
